t,x,y,psi,vy,r,delta_sfa,delta_rwa,delta_drv_rwa,delta_auto_rwa,delta_cmd,lambda,real_h,ttc,perceived_h,raw_cmd,lpf_cmd,sfa_cmd,driver_hazard,driver_obstacle_term,driver_burst_mult,auto_hazard,auto_y_ref,auto_repulsive
1.4500000000000006,28.940154708952686,1.326586983341946,-0.010539501573529578,0.27359208810161556,0.2112055784018103,-0.3202057207640964,0.04185005981906027,-0.021347048050939763,0.09016375680942224,0.09016375680942224,0.0,7.253949879127417,0.5529922645523657,15.66421760934817,-0.3169777150402881,-0.36870604824700404,-0.42699129201353136,0.46469773253197166,0.4232019075628067,1.0,0.6840044202557911,1.5048097245627405,0.020200091786710908
1.5000000000000007,29.94024334246306,1.3297265215299654,2.077734656093927e-05,0.25301523597168424,0.33660517397503353,-0.349868379444495,0.06198076689837776,-0.023324558629633,0.09837266743407816,0.09837266743407816,0.0,5.9367434372527,0.502987832876847,13.75430066418762,-0.23720978319101016,-0.31391593780700655,-0.42480489270673893,0.4980070123340591,0.49623467963219914,1.0,0.7125783812132302,1.5676724386691068,0.023102958593384675
1.5500000000000007,30.94024307939795,1.3423980606723784,0.016851036045312618,0.20926571299050123,0.43545341179054664,-0.3706840775728961,0.07714405878825292,-0.024712271838193075,0.09805691757698065,0.09805691757698065,0.0,4.753490392156101,0.45298784603010256,11.954599425399243,0.32452063753987015,-0.04790069807914121,-0.40565485768037257,0.531332975650568,0.5822230597321475,1.8,0.7411498022685128,1.6305295649907283,0.02630128925509029
1.6000000000000008,31.939924795190354,1.3697100993538065,0.03862370663483995,0.14567992144276054,0.49824122204122895,-0.38039818315830626,0.08585774995022281,-0.025359878877220417,0.08902457566070016,0.08902457566070016,0.0,3.709472311161769,0.4030037602404823,10.26822936168464,0.5150879702312804,0.1866779137168678,-0.36870604824700404,0.5646663952177633,0.6830327457874908,1.8,0.7697121370054387,1.6933667014119653,0.029754005085517822
1.6500000000000008,32.93889772757145,1.415602767272433,0.0635357677369014,0.06743419529538783,0.5184342565048572,-0.37715036790516676,0.08717726066292171,-0.02514335786034445,0.07186876166809675,0.07186876166809675,0.0,2.8095996288332667,0.35305511362142744,8.699614285405792,0.7300813994703989,0.41309603278083906,-0.31391593780700655,0.5980021314073904,0.8001764124602027,1.8,0.7982542207877558,1.7561592857330628,0.03341733707102825
1.7000000000000008,33.93666592950902,1.4824607034431216,0.08945748056214425,-0.01883665184743591,0.4931509772417649,-0.3595852484334556,0.08079871941507798,-0.023972349895563703,0.047951382587580645,0.047951382587580645,0.0,2.0581975290146617,0.30316670352454905,7.253949879127417,0.9672177450696346,0.6439800795678372,-0.04790069807914121,0.6313384902984229,0.9344918242804242,1.8,0.8267618837002577,1.8188761441405672,0.037265533092938743
1.7500000000000009,34.93275141845062,1.5708608491930018,0.1141150294242325,-0.10554568869053313,0.4235613136083246,-0.2730062066683682,0.06711232907028741,-0.018200413777891215,0.01931509561625156,0.01931509561625156,0.0,1.4586551596342288,0.2533624290774689,5.9367434372527,1.2230989504954288,0.8852796091210005,0.1866779137168678,0.664674778082102,1.085820903123386,1.8,0.8552214690985892,1.8814872320168965,0.04131473962617872
1.800000000000001,35.926848272477116,1.6794854069395233,0.13529309510464874,-0.18476842987795528,0.31495104625419457,-0.1453161732280249,0.04719681513110581,-0.009687744881868326,-0.011475916054080208,-0.011475916054080208,0.0,1.012921119176828,0.2036575863761442,4.753490392156101,1.4931865173472736,1.1385741542152807,0.41309603278083906,0.6980081026465983,1.2528316117669553,1.8,0.883624236356489,1.943973319984276,0.04564477516517522
1.850000000000001,36.91895619842733,1.8052121411628168,0.15104064741735845,-0.24893525896775906,0.17641537399344087,0.00979832844110401,0.02274984380394497,0.0006532218960736007,-0.04155250190529627,-0.04155250190529627,0.0,0.7209112308707035,0.15405219007863344,3.709472311161769,1.772280882073888,1.402618624156367,0.6439800795678372,0.7313308265063452,1.433163681115143,1.8,0.9119701770979237,2.006334389615432,0.05041683242947861
1.900000000000001,37.90944405583935,1.9433740976748584,0.1598614161170305,-0.29154150511512367,0.020183615586875314,0.18595992597630767,-0.004042800241572216,0.012397328398420511,-0.06798750950035413,-0.06798750950035413,0.0,0.5799691164811893,0.10452779720803243,2.8095996288332667,2.0557146428669784,1.6747419652857882,0.8852796091210005,0.7646299242523817,1.6240256887213769,1.8,0.9402698301668386,2.0685936263670452,0.05589113423460035
1.950000000000001,38.89901380779073,2.0881642808569296,0.16087059689637426,-0.30778442655757465,-0.13936818817207458,0.38021539351650013,-0.030686429099398015,0.02534769290110001,-0.08803875959728474,-0.08803875959728474,0.0,0.5845599922654912,0.05504930961046348,2.0581975290146617,2.3411721408274206,1.9524212050948018,1.1385741542152807,0.7978888643169673,1.823203333615633,1.8,0.9685432516511637,2.1307951536325604,0.06245478816730141
2.000000000000001,39.88856702401292,2.233151385102084,0.15390218748777051,-0.29502518987186643,-0.2869042717461606,0.5908706048217169,-0.054583233473517484,0.03939137365478113,-0.09935173149836263,-0.09935173149836263,0.0,0.7263695450054197,0.0055716487993539236,1.4586551596342288,2.630695853780333,2.2350356420471065,1.402618624156367,0.831091713948354,2.0302390900168943,1.8,0.9968162006860835,2.1929956415093836,0.07067674720987291
2.0500000000000007,40.87900873934751,2.3718698344219864,0.13955697390046248,-0.2529874036359583,-0.40736053876168254,0.8163561657480086,-0.07323677431720296,0.05442374438320057,-0.33779634332709657,-0.33779634332709657,0.0,0.9949230336198138,-0.04395043696737559,1.012921119176828,2.932313215994392,2.525567964525142,1.6747419652857882,0.8642282757492372,2.247466957198688,1.8,0.0,1.971079314192796,0.0
2.1000000000000005,41.87104604279288,2.4984478543892954,0.11918894696237836,-0.6788605135526947,-0.8832230562563141,1.0547966656196142,-0.1834699280713253,0.07031977770797428,-0.35,-0.35,0.0,1.378746049265239,-0.09355230213964383,0.7209112308707035,3.2609722089092683,2.831986399685195,1.9524212050948018,0.8972985399475777,2.480719884962844,1.8,0.0,1.7412036118082592,0.0
2.1500000000000004,42.86798750662095,2.583652588368663,0.07502779414956265,-0.8083029456861823,-1.3455272942512813,1.304136815473833,-0.2528574580416064,0.0869424543649222,-0.35,-0.35,0.0,1.8238633091555432,-0.14339937533104746,0.5799691164811893,3.6389668491883764,3.1682282536448536,2.2350356420471065,0.9303148018613117,2.7397936585963283,1.8,0.0,1.5371943774370376,0.0
2.2,43.868203657041555,2.6183085628577967,0.00775142943699858,-0.6661208228779446,-1.6644621937624513,1.5627198228552979,-0.2933335171909371,0.10418132152368652,-0.35,-0.35,0.0,2.3073465470121515,-0.19341018285207773,0.5845599922654912,4.096474177714244,3.5549973886737662,2.525567964525142,0.963300460259691,3.0389907599113775,1.8,0.0,1.356532624376326,0.0
2.25,44.86843178170524,2.5927548741135076,-0.075471680251124,-0.4379617524777042,-1.8489517214154774,1.83017763998581,-0.3169445516947133,0.12201184266572067,-0.35,-0.35,0.0,2.8074340474424666,-0.243421589085262,0.7263695450054197,4.673081246533895,4.020865662782153,2.831986399685195,0.9962855674670974,3.398209761568289,1.8,0.0,1.1971017027274344,0.0
2.3,45.86393402905556,2.495519069174952,-0.16791926632189785,-0.23816110394691659,-1.9446042182022212,2.108457851013417,-0.3307176551552494,0.1405638567342278,-0.325230305504695,-0.325230305504695,0.0,3.303991873540605,-0.2931967014527778,0.9949230336198138,-1.49990817239274,1.7205432314592808,3.1682282536448536,0.0,0.0,1.0,0.0,1.0570326616399632,0.0
2.3499999999999996,46.84787847751261,2.3166472599675463,-0.26514947723200893,-0.049227179794824716,-1.9500488345719953,2.4028385184110386,-0.3284312594675184,0.16018923456073592,-0.17841604681636272,-0.17841604681636272,0.0,3.7878830666409513,-0.34239392387563045,1.378746049265239,-1.5410108456614422,0.36156236599231273,3.5549973886737662,0.0,0.0,1.0,0.0,0.9347020633233586,0.0
2.3999999999999995,47.812286810341384,2.0522183926733395,-0.3626519189606087,0.3566398367113393,-1.686826638073609,2.7228826490395743,-0.2659249208628702,0.18152550993597164,-0.020549495879305935,-0.020549495879305935,0.0,4.271790228113236,-0.39061434051706917,1.8238633091555432,-1.5260478354121525,-0.4249418845928812,4.020865662782153,0.0,0.0,1.0,0.0,0.8285496710474305,0.0
